,index,종류별,상황별,제목,url,조회수,셰프,인분,조리시간,난이도,재료,인트로,조리순서,해시태그,해시태그_수정,재료별_소고기,재료별_돼지고기,재료별_닭고기,재료별_육류,재료별_채소류,재료별_해물류,재료별_달걀/유제품,재료별_쌀,재료별_밀가루,재료별_건어물류,재료별_버섯류,재료별_과일류,재료별_곡류,방법별_볶음,방법별_끓이기,방법별_부침,방법별_조림,방법별_무침,방법별_비빔,방법별_찜,방법별_절임,방법별_튀김,방법별_삶기,방법별_굽기,방법별_회,cluster_label
48,49,밑반찬,일상,송로버섯 차돌박이볶음,https://www.10000recipe.com/recipe/6940241,0.2537566338916481,,0.0,0.0,,"['차돌박이', '송로버섯', '대파', '통깨', '간장', '설탕', '맛술', '매실색', '다진마늘', '후추']",고기맛이 느껴지는 송로버섯에 차돌박이를 더해 볶음요리를 만들어보았어요.,"['먼저 송록버섯을 잘라 준비해주세요.', '달궈진 팬에 차돌박이를 넣고 분량의 재료로 만든\xa0 양념장을 넣어주구요.', '송로버섯을 넣어주세요.', '고기와 송로버섯을 빠른시간 안에 볶아주세요.', '마지막 대파로 마무리해주면 맛있는 차돌박이 송록버섯볶음이 완성돼요.', '달군팬에 슬라이스한 송로버섯을 구운다음', '참기름장에 곁들여 먹어도 맛있어요.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98
49,50,밑반찬,일상,우척롤~ 소고기 미역볶음,https://www.10000recipe.com/recipe/6951068,0.17889384700706268,,0.0,0.0,,"['자른건미역', '소고기 등심+목심', '참기름', '액젓', '국간장', '맛술', '다진마늘']",미역국 끓이다가 넘 맛나서 밑반찬으로~ 딱~ 내 스타일ㅋ,"['자른 건미역 물에 불려 헹군 후 가볍게 물기를 제거합니다', '소고기 먹기 좋게 썰어 냄비에 담고 참기름2,액젓2,맛술1 넣고', '소고기가 익을 동안 볶아줍니다', '불린 미역,국간장1 넣고 중불에서 10분 정도 볶아 접시에 담아냅니다 (다진마늘넣고볶기ok)', '쭈욱~ 우리 집 밑반찬으로~']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,127
50,51,밑반찬,일상,들기름 막국수 [소고기 마늘종볶음을 곁들여 맛과 영양을 더했어요!],https://www.10000recipe.com/recipe/6969109,-0.48872864731239374,,0.0,0.0,,"['소고기불고기용', '마늘쫑', '표고버섯', '메밀국수', '들기름', '양조간장', '진간장', '맛술', '올리고당', '매실청', '참기름', '후추']","막국수 좋아하세요? 저는 매콤한 양념의 막국수도 좋아하는데, 들기름과 간장만으로 슴슴하게 비빈 막국수를 참 좋아하거든요? 그래서 오늘은 들기름 듬뿍 넣고 막국수를 비벼봤어요. 그리고 냉동실에 있던 소고기 녹여서 마늘종과 함께 볶아 곁들였죠. 소고기 마늘종볶음을 곁들여 영양도 풍부하고 맛도 더한 들기름 막국수예요.","['소고기를 먼저 절여 놓을게요. 불고기용 소고기 1컵에 진간장 2스푼, 맛술, 1스푼, 올리고당 1스푼, 매실청 1스푼, 참기름 1스푼, 후추 약간 모든 양념을 넣고 조물조물 무쳐 절여둘게요.', '표고버섯을 0.5cm정도의 너비로 슬라이스해 주시고요. 마늘종도 표고버섯 길이와 비슷하게 썰어 주세요.', '이제 소고기를 볶을게요. 갖은양념으로 버무려서 절여 둔 소고기, 마늘종, 표고버섯을 넣어 골고루 섞으며 볶아 주시면 돼요.', '끓는물에 메밀국수를 넣어 삶은 뒤 찬물에 헹궈서 체에 받혀 두시고요.', '물기를 뺀 메밀국수를 그릇에 담아 주시고요. 들기름 3스푼, 양조간장 3스푼을 넣고 조물조물 버무려 주시면 돼요.', '들기름과 양조간장만 넣고 비빈 메밀구수의 맛이 참 좋네요. 슴슴하면서도 담백한 맛이 매력적이에요. 깨와 김가루를 듬뿍 뿌려서 먹으면 그야말로 최고의 맛이죠! 오늘은 특별히 소고기 마늘종볶음까지 곁들여 봤는데요. 들기름 막국수와 함께 곁들여 먹으니 잘 어울려요. 간단하게 만들어 맛있게 먹을 수 있는 들기름 막국수! 한번쯤 만들어 보셔도 좋겠네요.^^']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,143
51,52,밑반찬,일상,등심루꼴라볶음 간단반찬,https://www.10000recipe.com/recipe/6956648,-0.1677784430277097,,0.0,0.0,,"['소고기등심', '루꼴라', '대파', '다진마늘', '액젓', '생강청', '참기름', '소금', '후추', '올리브오일']",마트를 가도 딱히 집어 올 것 없고.. 오늘은 또 뭘 먹나 고민하게 되는데요 ​ 냉파요리로 휘리릭~~ ​ 루꼴라와 등심이 만난 등심루꼴라볶음 입니다,"['루꼴라는 흐르는 물로 씻어 건져놓아요', '등심은 소금, 후추, 올리브오일뿌려 밑간해서 30분 두었다가 사용 합니다 (사진 사라지고 없음) 올리브오일 둘러 대파, 다진마늘부터 볶을게요', '파향이 올라오면 밑간해 두었던 등심을 넣고 쉐킷쉐킷~~', '고기 색이 변하면 액젓, 생강청넣고 볶아요 액젓대신 간장 사용해도 됩니다', '불 끄고 루꼴라 넣은 뒤 잔열로 뒤적뒤적 합니다', '열 없어도 숨 죽었어요 ㅎ 참기름 톡~ 마무리해요 루꼴라 숨 안 죽으면 불 켜고 잠시 볶아주면 됩니다']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86
52,53,밑반찬,일상,"[유아식]소고기양송이버섯볶음 레시피 주먹밥, 볶음밥, 덮밥도 만들 수 있어요!",https://www.10000recipe.com/recipe/6999278,0.3543415065263218,,0.0,0.0,,"['소고기다짐육', '양송이버섯', '대파', '다진마늘', '진간장', '올리고당', '맛술', '참기름', '통깨', '식용유']","*밥숟가락, 찻숟가락 기준/아기 반찬으로 소고기양송이버섯볶음을 만들었어요. 사실 이 메뉴는 반찬 그대로 먹어도 좋지만요. 이 볶음을 활용하여 주먹밥, 볶음밥, 덮밥 등 다른 메뉴로 만들어 먹을 수 있어서 더 좋아요. 저도 만들어 두면 반찬으로도 주지만 다른 메뉴로도 바꿔 만들어 주는 편이에요. 이번에는 아침으로 주먹밥을 만들어 줬어요.","['소고기는 키친타올로 핏물을 제거해요.', '소고기는 다진마늘, 진간장, 올리고당, 맛술로 밑간을 해요.', '대파와 양송이버섯은 작게 썰어 주세요.', '팬에 현미유를 두르고 대파를 볶아 주세요.', '대파향이 올라오면 밑간한 소고기를 볶아 줍니다.', '소고기가 거의 익으면 버섯도 넣고 볶아 주세요.', '모든 재료가 익으면 참기름, 통깨를 넣고 살짝만 더 볶아 주세요.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99
53,54,밑반찬,일상,가지약고추장:소고기 넣은 것 보다 더 인기있었던 채식밑반찬,https://www.10000recipe.com/recipe/6992639,-0.6530428667308683,,0.0,0.0,,"['고추장', '꿀', '가지', '양파', '다진마늘', '식용유', '양조간장', '소금', '후추', '매실액', '검은깨', '통깨', '잣']",소고기 대신 가지를 넣고 꿀을 넣어 조린 채식약고추장,"['가지는 잘게 깍둑썰기하고 양파는 다진다. 가지 손질법 레시피', '식용유 약간만 두르고 가지와 양파,다진마늘,소금,후추를 넣어 볶는다', '가지와 양파에 양조간장과 매실액(양파효소)를 넣고 충분히 볶는다', '고추장을 넣어 볶는다', '약불을 낮추고 꿀을 넣고 바글바글 조리듯 끓인다.', '통깨와 흑임자를 넣고 마무리한다.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,135
54,55,밑반찬,일상,소고기고추장볶음 반찬 걱정 ❌ 고추장볶음장 정말 쉽고 간단해요,https://www.10000recipe.com/recipe/7011650,0.8591854283377566,,0.0,0.0,,"['소고기 다짐육', '양파', '진간장', '참기름', '다진마늘', '후추', '설탕', '물엿', '고추장']",반찬 뭐 할까? 정말 고민될때.. 고추장볶음장 어떠세요? 쌈싸먹고 비벼먹고 그냥 떠 드셔도 맛있는 소고기고추장볶음 쉽고 간단하기도 합니다 ^^,"['양파 작은거 1개 잘게 썰어주세요 도마 , 조리용나이프', '잘게 썰은 양파 진간장 1.5큰술 참기름 1큰술 잘 섞어주세요 볼 , 요리스푼', '소고기다짐육 핏기 제거 후 다진마늘 1.5큰술, 후추, 설탕 2큰술 넣어 잘 섞어주세요', '팬에 기름 살짝 두른 후 양파 먹저 넣어 충분히 볶다가 소고기를 넣어 (센불) 볶아주세요 볶음팬', '고기가 완전히 익었을때 고추장 8큰술 추가하여 볶아줍니다. 마지막 물엿 1큰술 넣어 한번 더 섞어주면 완성!']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,186
55,56,밑반찬,일상,맛있는 밑반찬 소고기오이볶음,https://www.10000recipe.com/recipe/7011986,-0.5017816460512445,,0.0,0.0,,"['소고기', '백오이', '간장', '참기름', '다진마늘', '소금']",맛있는 밑반찬 소고기오이볶음 만들어요,"['장조림용 소고기가 있어서 블랜더로 갈아서 사용하려 합니다 살짝 냉동된 상태가 블랜더로 갈기에 더 좋아요 도마 , 조리용나이프 , 블랜더', '간 고기는 참기름, 간장, 다진마늘넣고 밑간해 둡니다 400g 중 200g만 사용할게요 믹싱볼', '백오이는 껍질 대충대충 벗기고 모양살려 얇게 썰어 줍니다 약하게 소금간해서 10분 두어요', '10분 지나고 면보로 수분 제거해 줍니다 면보', '팬에 소고기부터 볶볶~~ 프라이팬 , 요리스푼', '고기색 변하면 오이넣고 볶볶~~ 잠깐볶아 마무리해요 오이 생으로 먹어도 되고 소고기도 오래 익히면 질겨 지므로 재빨리 볶아 마무리합니다', '소고기오이볶음 완성~']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53
56,57,밑반찬,일상,영양 가득 건강한 반찬 소고기 표고버섯볶음 만드는 법,https://www.10000recipe.com/recipe/7019537,-0.4322936233532447,,0.0,0.0,,"['소고기', '표고버섯', '대파', '양파', '당근', '식용유', '다진마늘', '굴소스', '참기름', '볶은참깨', '소금', '후춧가루']","저는 싫어하는 버섯이 없을 정도로 모든 버섯 종류를 좋아합니다. (싫어하는 채소도 없습니다.) 주변 마트에서 팽이버섯, 새송이버섯, 양송이버섯, 표고버섯 등 쉽게 찾아볼 수 있는 버섯 종류가 다양한데요, 오늘 제가 선택한 버섯은 표고버섯입니다. 표고버섯은 다른 버섯에 비해 향이 좋은데요, 그 향이 싫은 사람도 은근 많습니다. 마트에서 표고버섯을 저렴하게 판매하고 있어서 한 팩 구입했습니다. 저렴하게 판매하고 있는 표고버섯을 어떻게 지나갈 수 있겠습니까. 그 표고버섯으로 표고버섯을 볶았는데요, 소고기와 같이 볶았습니다. 소고기와 같이 볶아서 영양 가득 든든한 표고버섯이 되었습니다. 그럼 지금 바로 소고기 표고버섯볶음 만드는 법을 알려드립니다.","['대파는 반으로 가르고 0.3cm 간격으로 썰어 준비합니다. 도마 , 조리용나이프', '양파는 0.3cm 간격으로 썰어 준비합니다.', '당근은 0.3cm 간격으로 썰어 준비합니다.', '표고버섯은 0.5cm 간격으로 썰어 준비합니다.', '볼에 소고기, 소금 2꼬집, 후춧가루 2꼬집을 넣고 골고루 섞어 밑간을 합니다. 스텐볼', '예열된 팬에 식용유 3T를 두르고 대파, 다진마늘 1T를 넣어 볶습니다. 볶음팬 , 요리스푼', '대파, 다진마늘의 은은한 향이 올라올 때 소고기를 넣어 볶습니다.', '소고기가 알맞게 익었을 때 양파, 당근, 표고버섯을 넣어 볶습니다.', '양파, 당근, 표고버섯이 알맞게 익었을 때 굴소스 2T를 넣어 볶습니다.', '모든 재료가 알맞게 익었을 때 참기름 1T를 넣어 볶습니다.', '참기름의 고소한 향이 올라올 때 볶은참깨 1T를 뿌리면 소고기 표고버섯볶음 완성.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,196
57,58,밑반찬,일상,영양만점 반찬 소고기 애호박볶음 만드는 법,https://www.10000recipe.com/recipe/7008667,-0.1961879108710908,,0.0,0.0,,"['애호박', '소고기', '홍고추', '식용유', '새우젓', '다진마늘', '들기름', '참깨']","""오늘은 어떤 반찬을 만들어 먹어야 되나?"" 매일 똑같은 반찬 만들어 먹는 것도 지겹고. 반찬거리 고민하는 것도 일입니다. 머릿속에서 뚝딱 나오는 것이 아니기 때문입니다. 가끔 뚝딱 나오는 날도 있는데요, 오늘이 가끔 뚝딱 나오는 날이었습니다. 오늘 만든 반찬은 소고기 애호박볶음입니다. 애호박볶음은 자주 만들어 먹는 반찬인데 평범한 애호박볶음에 소고기만 추가해서 볶으면 근사한 반찬이 됩니다. 소고기와 같이 볶으면 단백질 보충도 할 수 있습니다. 그럼 지금 바로 소고기 애호박볶음 만드는 법을 알려드립니다.","['애호박 1개, 소고기 100g, 홍고추 1개, 식용유 3T, 새우젓 2T, 다진마늘 1T, 들기름 1T, 볶은참깨 1T', '홍고추는 반으로 가르고 씨를 제거한 다음 0.3cm 간격으로 썰어 준비합니다.', '소고기는 0.5cm 간격으로 썰어 준비합니다.', '예열된 팬에 식용유 3T를 두르고 다진마늘 1T를 넣어 볶습니다.', '다진마늘의 은은한 향이 올라올 때 소고기를 넣어 볶습니다.', '소고기가 알맞게 익었을 때 애호박, 홍고추, 새우젓 2T를 넣어 볶습니다.', '모든 재료가 알맞게 익었을 때 들기름 1T를 넣어 볶습니다.', '들기름의 고소한 향이 올라올 때 볶은참깨 1T를 뿌리면 소고기 애호박볶음 완성.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
58,59,밑반찬,일상,소고기버섯볶음 만드는 법 소고기 굴소스 간장볶음 레시피 요리,https://www.10000recipe.com/recipe/7039648,0.33437809669043234,,0.0,0.0,,"['소고기', '진간장', '참기름', '대파', '새송이버섯', '청양고추', '통마늘', '다진마늘', '굴소스', '설탕', '올리고당', '참기름']","부드러운 소고기와 쫄깃한 버섯을 볶아 밥반찬으로 먹기 좋은 소고기버섯볶음 만드는 법 소개해 드려요. ​ ​ ​얇은 불고기감을 사용하시면 촉촉하고 보드라운 볶음 요리가 되구요 구이용으로 만들어내면 고소하고 식감 좋은 볶음 레시피 된답니다.냉장고에 많이 있는 새송이버섯으로 사용해 주었지만 향이 좋은 표고버섯 사용하시면 더욱 고급진 느낌의 소고기버섯볶음이 된답니다. 외에 느타리나 미니 새송이 등 다양하게 활용도 가능해요.간장으로 소고기 밑간을 하고 굴소스와 파, 마늘로 맛을 내어 풍미와 단짠의 맛이 좋으며 밥반찬으로나 술안주로도 제격이에요. 소고기버섯볶음 레시피 시작해 볼게요. ​ ​ ​","['소고기 200g입니다. 저는 스테이크용 부채살로 준비해 주었고 불고기용이나 구이용 모두 사용 가능해요. 냄새의 원인인 핏물은 닦아주세요. 볼 , 키친타올', '모양은 취향껏 썰어주면 되고요 저는 집어먹기 좋도록 길쭉한 모양으로 썰어주었어요. 썰고 나니 조금 큼직하네요 ㅎㅎ 도마 , 조리용나이프', '볼에 소.고.기를 담고 진간장 1T 참기름 1/2T 넣어주세요. 볼 , 조리용스푼', '조물조물 버무려 양념이 배도록 해주세요. 밑간이 되도록 그대로 잠시 두고 재료 손질할게요.', '새송이 큼직한 크기 1개 사용해 줄게요 밑동 부분은 깔끔하게 정리해 주고', '흐르는 물에 가볍게 씻어 이물질을 제거해 줍니다.', '반으로 썰어준 후 채 썰어주세요. 소.고.기와 비슷한 길이로 썰어주면 된답니다. 새송이 대신 느타리나 표고 등 다른 버섯으로 대체도 가능합니다. 표고버섯이 소고기와 궁합이 좋아 젤 좋을것 같네요. 도마 , 조리용나이프', '대파 1/2대도 소.고.기, 버.섯과 같은 길이로 썰어준 후 반으로 한 번 더 갈라주세요.', '통마늘 5알은 반으로 잘라주고 청양고추 2개도 큼직하게 썰어주세요.', '팬에 기름 약간 둘러준 후 소고기를 구워주세요. 양면 모두 익으면 프라이팬 , 요리젓가락', '썰어둔 대파와 마늘을 넣고 다진마늘 1/2T 도 넣고 파, 마늘향이 고기에 배도록 볶아주세요. 저는 냉동고기를 사용하여 잡내를 잡기 위해 통마늘과 다진마늘 모두 사용해 주었어요. 하나만 선택 사용하셔도 됩니다.', '마늘이 부드럽게 익으면 새송이와 청양고추를 넣고 골고루 섞이도록 가볍게 볶아주세요.', '설탕 1t 올리고당 1t 단맛을 내는 재료 소량 넣어주고 숟가락', '굴소스 1/2T 참기름 1/2T 를 넣고 골고루 섞이도록 가볍게 볶아 마무리해주세요. 간이 부족하다면 소금으로 맞춰주세요.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,154
59,60,밑반찬,일상,편스토랑 류수영 육포고추장 레시피 육포볶음 만들기 육포반찬,https://www.10000recipe.com/recipe/7035985,1.254998419507026,,0.0,0.0,,"['육포', '물', '마늘', '설탕', '참기름', '고추장', '깨소금']",안주용으로 즐겨먹는 육포를 밑반찬으로 만들어 밥도둑 메뉴로 완성하는 육포고추장 볶음입니다. 편스토랑 류수영 육포고추장 레시피로 육포를 썰어 간단하게 고추장과 설탕 등 기본 재료로 후다닥 만들면서 맛은 최고인 반찬메뉴인데요. 평소 술안주로만 먹는다고 생각했던 육포를 이렇게 반찬으로도 만들 수 있다니 최고랍니다. 달걀 프라이나 김하나만 추가하면 한 끼 맛있게 먹을 수 있는 식사로 충분하고요. 육포 자체가 가지고 있는 감칠맛으로 진미채보다 한층 더 고급스러운 맛까지 느낄 수 있어요. 딱딱할듯하지만 딱딱하지 않고 부드러우면서 참기름과 깨소금과 함께 고소함 한 스푼 얹는 맛으로 꼭 맛보세요. 게다가 만드는 방법도 어렵지 않으면서 빠르게 완성할 수 있으니 집에 있는 육포로 만드는 입맛 돋우는 매콤 달달하면서 짭조름한 맛까지 고르게 어우러진 어남선생 육포볶음 만드는 법 차근차근 소개해 드립니다. ​ ​,"['감칠맛이 풍부한 육포를 준비합니다. 이 하나만 준비해도 재료 준비가 끝이라는 것이 과언이 아닐 정도로 간단하게 재료 준비가 끝이에요. 먼저 잘게 잘라 주는 작업을 해주도록 합니다.', '2mm 정도의 폭으로 잘게 썰어줍니다. 가위를 사용하면 보다 쉽게 썰 수 있고요. 결 반대 방향으로 썰어주어야 보다 부드러운 식감으로 드실 수 있어요. 두껍게 썰면 시간이 지날수록 질겨진 식감으로 먹어야 하기에 잘게 잘 썰어주고요. 양손으로 한 줌 정도 준비해 줍니다. 주방가위', '팬에 소주잔 한 잔 분량으로 약 50~60ml의 물을 부어줍니다. 볶음팬', '다음 썬 육포도 넣어주세요. 불은 중불로 유지합니다.', '말려 딱딱한 육포를 부드럽게 불려주기 위한 과정인데요. 이때 불은 강불일경우 불리는 과정보다는 물만 날아갈 수 있기 때문에 중불에서 볶아주도록 합니다. 요리스푼', '볶아주다 보면 물이 거의 졸아들게 되는데요. 이때 다진 마늘 0.5 큰 술을 넣고 함께 볶아줍니다. 자체의 감칠맛 덕분에 벌써 맛있는 향이 올라오는 것을 느낄 수 있어요. 계량스푼', '단짠의 맛을 위해 빠질 수 없는 메뉴인 설탕 3 큰 술을 넣고 볶아줍니다.', '고루 섞으면서 볶아주면 설탕이 녹으며 맛있는 단맛이 입혀져 윤기가 흐르는 모습을 볼 수 있어요.', '이때 참기름 3 큰 술을 넣고 한 번 더 가볍게 볶아준 뒤 불을 꺼줍니다.', '불을 끈 상태에서 고추장 3 큰 술을 듬뿍 넣고 잔열로 볶아주도록 해요.', '고추장과 함께 볶고 난 후에도 수분이 남아 있다면 불을 켜고 소스화될 때까지 한 번 더 볶아주도록 합니다.', '마지막으로 깨소금 1 큰 술을 넣고 고소함 추가하여 맛있게 마무리합니다.뜨끈한 밥 위에 올려 먹으니 그 자체로 최고의 밥도둑 메뉴였어요. 방송에서 소개한 거처럼 달걀 프라이 하나 추가하여 먹어도 꿀맛이겠더라고요. 실온에 보관하여 부드럽게 드실 수 있는데요. 냉장고에 두고 먹어도 충분히 맛있게 진미채와 같이 든든한 밑반찬으로 그때그때 꺼내 먹을 수 있는 메뉴라 한 번 만들어 반찬 없을 때 꺼내 먹는 비상 반찬으로 맛있게 즐겨보시길 바랍니다.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78
60,61,밑반찬,일상,소고기오이볶음 만들기 아이반찬 오이요리,https://www.10000recipe.com/recipe/7036460,-0.2656759335690906,,0.0,0.0,,"['소고기다짐육', '오이', '굵은소금', '다진마늘', '맛술', '간장', '설탕', '후추', '참기름', '통깨']",아삭한 식감의 오이 반찬 만들 때 소고기 다짐육을 넣어 맛도 영양도 높인 소고기오이볶음 레시피입니다. 아이 반찬으로 좋은 소고기 오이볶음 만들어 드세요:),"['오이는 굵은소금으로 돌기를 문지르며 흐르는 물에 깨끗이 세척한 뒤 길쭉하게 반 가른 뒤 0.5cm 두께로 반달썰기 해 줍니다. 도마 , 칼 오이 손질법', '자른 오이에 굵은소금 1티스푼을 넣어 고루 섞은 뒤 15~20분 정도 절여 줍니다 믹싱볼 , 숟가락', '소고기 다짐육은 키친타월로 핏물을 닦은 뒤 다진마늘 1/2스푼 , 맛술 1스푼 , 간장 1스푼 , 설탕 1/2스푼 , 후추를 넣어 잘 섞어 줍니다. 볼 , 키친타월 , 숟가락', '15분가량 지난 뒤 오이가 잘 절여지고 물기가 촉촉이 생기면 손으로 오이를 꾹 짜서 수분을 제거해 주세요.', '중불로 달군 팬에 양념에 재운 소고기 다짐육을 넣어 볶아 줍니다. 소고기 다짐육이 뭉쳐지는 곳이 없게 잘 풀어가며 고슬고슬하게 볶아 주세요. 후라이팬 , 조리주걱 중불', '볶으면서 수분이 생기는데 수분을 날리며 볶아줍니다. 소고기가 익으며 색이 변하고 고슬고슬하게 볶아지면 고기를 팬 한쪽으로 미룬 뒤 절인 오이를 넣어 주세요. 소고기에서 나온 기름에 오이가 전체적으로 코팅될 정도로 가볍게 볶아 줍니다.', '소고기와 오이를 고루 잘 섞은 뒤 참기름 1스푼 , 통깨를 넣은 뒤 한 번 더 볶아주면 소고기오이볶음 완성입니다.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,207
61,62,밑반찬,일상,밥도둑!! 소고기 약고추장 만들기 /볶음고추장 황금레시피/ 약고추장 레시피 /볶음고추장 만드는법,https://www.10000recipe.com/recipe/7043624,-0.3535917191925268,,0.0,0.0,,"['소고기다짐육', '대파', '양파', '식용유', '참기름', '다진마늘', '고추가루', '고추장', '재래된장', '굴소스', '설탕', '꿀', '육수', '다시다']",밥도둑!! 소고기 약고추장 만들기,"['대파는 가능하면 흰대위주로 5큰술 정도 되는 분량을 잘게잘게 다져서 준비해주세요. 도마 , 조리용나이프', '양파는 대략 2~3mm 정도 크기가 나오게 잘게잘게 썰어주시거나 대충 썬다음 잘게 다져주세요.', '팬에 식용유와 참기름을 각각 1스푼 부어서 강불로 달군 다음 양파를 1분간 볶아주세요. 참기름 볶는게 거부감이 드시면 식용유만 사용하시면 됩니다.다진마늘을 적당히 퍼서 1스푼을 넣어주세요. 숟가락', '강불로 불을 올리고 30~40초간 볶아주세요. 프라이팬', '소고기 다짐육을 넣고 뭉친고기 없게 풀어주면서 핏기가 거의 사라지게 2분간 볶아주세요. 소고기는 넣기 전에 키친타월로 꾹꾹 눌러 핏기를 조금 제거해주시면 더 깔끔하게 드실수 있습니다.', '고춧가루 1스푼을 넣어주세요.', '강불 유지하고 20~30초간 볶아주세요.', '볶은 재료가 탈수 있으니 불을 잠시 끄고 고추장을 넣어주세요.된장을 넣어보세요. 일반 약고추장에선 잘 안쓰는데 된장이 들어가면 깊은맛이 일품이랍니다.', '굴소스를 넣어주세요.설탕은 우선 깍아서 넣고 모자란 단맛은 맛을 보고 나중에 보충해주세요.', '오늘의 핵심!! 꿀을 크게 1큰술 넣어주세요.', '양념을 넣고 불을 중불로 올린다음 자글거리기 시작하면 2분간 중불에 볶아주세요', '2분 볶은후 물 반컵 100cc 를 부어주세요.소고기 다시다를 넣어주세요. 원래는 갈비탕 육수 100cc 를 넣는건데 갈비탕 육수가 없는 경우가 많으니 물과 소고기 다시다로 대체했습니다.', '강불에 양념이 꾸덕꾸덕 해지게 대략 2분 정도를 저어가면서 볶아주세요.', '만든 양념은 밥에 그냥 비벼먹어도 되고 야채를 넣고 비벼먹어도 끝내 준답니다!', '밥에 비벼 단무지 1줄만 넣고 김밥을 말아 꼬마 김밥 처럼 먹어도 정말 맛있어요~ 위생장갑', '삼각김밥 처럼 만들어 먹어도 정말 맛있는 만능 약고추장~ 맛있게 활용해보세요!']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67
62,63,밑반찬,일상,"한우 우삼겹 ,파채의 조합 고깃집 부럽지 않은 술안주 완성",https://www.10000recipe.com/recipe/7058827,-0.6741580117495976,,0.0,0.0,,"['우삼겹', '파채', '다진마늘', '식초', '참기름', '굵은 고춧가루', '진간장']",우삼겹과 파채의 조화가 아주 훌륭합니다.,"['우삼겹을 준비한다. 볼', '파채를 준비한다. 대파 손질법', '팬에 기름 없이 센 불로 우삼겹을 익혀 준다. 프라이팬 , 집게', '다진 마늘, 식초, 참기름, 올리고당, 굵은 고춧가루, 진간장을 넣고 소스를 만든다. 소스볼 , 숟가락', '소스에 모든 재료를 넣고 버무린다.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,107
63,64,밑반찬,일상,견과류 하나로 완전 달라지는 한우 장똑똑이,https://www.10000recipe.com/recipe/7059860,-0.7110135376004704,,0.0,0.0,,"['한우 부채살', '땅콩 분태', '해바라기씨', '참기름', '맛술', '진간장', '올리고당', '다진 마늘', '후춧가루']",만들어두면 일주일 든든! 만능 밑반찬의 정석 장똑똑이 입니다.,"['한우 부채살(샤브샤브, 불고기용)은 가위를 이용하게 잘게 자른다. 볼 , 가위', '고기에 맛술, 진간장, 올리고당, 다진 마늘, 후춧가루를 넣고 양념한다. 계량스푼', '땅콩분태, 해바라기씨를 준비한다.', '팬에 참기름, 고기를 넣고 중불로 볶는다. 프라이팬 , 요리스푼', '고기의 수분이 날아가면 견과류를 넣고 중불로 볶는다.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,145
