,index,종류별,상황별,제목,url,조회수,셰프,인분,조리시간,난이도,재료,인트로,조리순서,해시태그,해시태그_수정,재료별_소고기,재료별_돼지고기,재료별_닭고기,재료별_육류,재료별_채소류,재료별_해물류,재료별_달걀/유제품,재료별_쌀,재료별_밀가루,재료별_건어물류,재료별_버섯류,재료별_과일류,재료별_곡류,방법별_볶음,방법별_끓이기,방법별_부침,방법별_조림,방법별_무침,방법별_비빔,방법별_찜,방법별_절임,방법별_튀김,방법별_삶기,방법별_굽기,방법별_회,cluster_label
133,134,밑반찬,일상,밥도둑 소고기 고추장볶음 이렇게 만들어 보세요 / 고추장볶음 만드는 법,https://www.10000recipe.com/recipe/7039422,0.41922258849296246,,0.0,0.0,,"['다진 소고기', '다진 마늘', '다진 생강', '맛술', '진간장', '설탕', '고추장', '참기름', '통깨']",이 레시피는 저희 집에서 자주 해먹는 소고기 고추장볶음입니다 양배추 쪄서 흰쌀밥에 넣고 비벼 쌈 싸서 드시는 걸 추천드려요,"['다진 소고기(230g), 다진 마늘(1큰술), 다진 생강(1작은술)을 냄비에 넣어줍니다 볶음팬 , 숟가락 소고기 다짐육 손질법', '중불에서 약 1-2분 정도 볶아줍니다 조리용스푼', '맛술(1큰술)을 냄비에 붓고 약 1분 정도 볶아줍니다', '진간장(1큰술)을 넣고 중불에서 약 1분 정도 볶아줍니다', '설탕(1/3컵)을 넣고,', '고추장(1/2컵)을 냄비에 넣어줍니다', '숟가락으로 저어가면 2분 정도 볶아줍니다', '불을 끄고 참기름(1큰술)을 넣고 가볍게 버무립니다', '통깨(1큰술)를 뿌리고', '가볍게 섞어줍니다']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,231
134,135,밑반찬,일상,김치베이컨볶음 김치베이컨요리,https://www.10000recipe.com/recipe/7047283,-0.5789479033015095,,0.0,0.0,,"['베이컨', '고추가루', '설탕', '다시다', '다진김치', '간마늘']",입맛없을때 딱 먹기좋은 김치베이컨입니다. 밋밋한 김치볶음보단 베이컨을 넣어 볶으면 아이. 어른할거 없이 모두 좋아한답니다.,"['코스트코에서 파는 베이컨 1팩을 먹기좋은 크기로 잘라줍니다. 도마 , 조리용나이프 코스트코에는 고염.저염 베이컨이 있는데 저는 고염이 더 맛있는거 같아서 고염을 샀습니다. 취향대로 구매하시면 되세요', '미리 잘게 썰어놓은 묵은지 400g정도(종이컵으로4컵정도) 준비해줍니다. 묵은지를 평소에도 자주써서 미리 썰어놓고 사용한답니다.', '베이컨을 팬에 넣고 볶아줄께요. 멀티팬', '베이컨이 익으면서 기름이 많이 나옵니다. 키친타올로 기름을 중간중간 빼내주세요. 키친타올', '기름을 걷어낸뒤 묵은지도 넣고 볶아줍니다.', '고추가루2스푼.마늘반스푼.설탕반스푼(취향껏) 넣어주세요. 조리용스푼', '다시다도 한스푼 넣어서 볶아줍니다.', '모든 양념이 어우러지게 한번 더 볶아주세요.', '맛있는 김치베이컨볶음 완성입니다. 찬기']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65
135,136,밑반찬,일상,"반찬 만드는 날, 밑반찬 4가지",https://www.10000recipe.com/recipe/7018172,-0.5156024682453219,,0.0,0.0,,"['쇠고기 사태살', '꽈리고추', '마늘', '월남고추', '향신료', '쌀뜨물', '육수', '진간장', '쌀조청', '맛술', '어묵', '꽈리고추', '홍초', '마늘', '굴소스', '맛술', '쌀조청', '진간장', '참기름', '깨소금', '식용유', '냉이', '멸치액젓', '참기름', '깨소금', '배추', '청양초', '굴소스', '소금', '식용유', '참기름', '깨소금', '마늘']","반찬 만드는 날, 밑반찬 4가지","['쌀뜨물에 담가 핏물을 제거해 준다. 믹싱볼', '기름기, 힘줄을 제거한 후 물 4컵, 월남고추, 향신료를 넣고 삶아낸 후', '헹궈준다. 채반', '물 3컵, 자투리 채소, 쇠고기를 넣고 푹 삶아준다.', '삶은 쇠고기, 꽈리고추 마늘도 손질해 둔다. 도마 , 조리용나이프', '냄비에 쇠고기 삶은 물 1컵, 간장, 맛술, 쌀조청, 마늘, 꽈리고추를 넣어 졸여준다. 요리스푼', '그릇에 담아낸다. 접시', '어묵은 뜨거운 물에 헹궈 기름기를 제거해 준다.', '어묵, 꽈리고추, 홍초는 먹기 좋은 크기로 썰어준다.', '식용유를 두르고 마늘을 볶아준 후 어묵을 넣고 볶아준다. 볶음팬 , 요리스푼', '굴소스, 맛술, 쌀조청, 썰어둔 꽈리고추와 홍초, 진간장을 넣고 볶아준다.', '참기름, 깨소금을 넣고 그릇에 담아준다.', '냉이는 손질하여 끓는물에 데쳐낸 후 먹기 좋은 크기로 썰어둔다. 냄비 , 조리주걱 냉이 손질법 레시피', '액젓, 참기름, 깨소금을 넣고 무쳐준 후 그릇에 담아준다.', '배추, 청양초는 먹기 좋은 크기로 썰어준다.', '배추는 씻어 물기를 뺀 후 콩기름, 마늘, 배추줄기를 넣고 먼저 볶아준다.', '줄기가 반쯤 익으면 잎과 청양초를 넣어준다.', '굴소스, 소금으로 간을 한 후 참기름, 깨소금을 넣고 그릇에 담아준다.', '완성된 모습']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,93
136,137,밑반찬,일상,소고기 무나물 만드는법- 딸에게#,https://www.10000recipe.com/recipe/6992660,-0.37624251112170903,,0.0,0.0,,"['소고기불고기', '무', '청고추', '홍고추', '다진마늘', '소금', '참기름']",,[],,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,209
137,138,밑반찬,일상,가지쇠고기볶음,https://www.10000recipe.com/recipe/6985189,-0.38929550986055983,,0.0,0.0,,"['가지', '홍고추', '소고기볶음', '간마늘', '대파', '진간장', '올리고당', '참기름', '소금']","가지는 혈관질환 예방, 항암 작용, 장 건강과 섬유질이 많아 변비 예방, 눈 건강, 피부 건강, 피로 회복, 뼈 건강, 뇌 건강 등 우리 몸에 여러 가지로 좋은 식품입니다. 가지를 볶다가 다진 쇠고기 볶음을 넣어 같이 볶았습니다. 가지는 볶아 먹으면 영양 흡수률도 높다고 하네요 제철에 나는 채소를 많이 먹어두면 건강 관리에 효률적 일 겁니다. 가지를 절인 뒤 물기를 꼭 짜고 볶았더니 물컹 거리지 않고 꼬들 꼬들 하고 맛있는 가지 볶음이 되었습니다.","['가지, 쇠고기 볶음, 홍고추, 대파, 간 마늘, 진간장, 올리고당, 참기름, 소금을 준비합니다.', '기지는 반으로 갈라 어슷썰기 합니다.', '홍고추도 어슷썰기 합니다.', '대파는 송송 썰어 준비 합니다.', '어슷 썰어 놓은 가지에 소금을 골고루 뿌려 둡니다.', '절여 놓은 가지를 10분 지난 후 뒤집어 줍니다.', '가지가 다 절여 지면 물기를 꼭 짭니다.', '볶을 준비를 해놓습니다.', '식용유 두르고 파, 마늘 넣고 볶습니다.', '물기 짜 놓은 가지를 넣어 볶습니다.', '진간장을 넣고 볶습니다.', '올리고당을 넣어 볶습니다.', '홍고추도 넣어 볶습니다.', '다진 쇠고기 볶음도 넣어 볶습니다.', '참기름을 넣어 고루 혼합해 줍니다.', '그릇에 담아 냅니다.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114
138,139,밑반찬,일상,양파 약고추장 볶음. 오래 두고 먹을수 있는 밥도둑 고추장볶음.,https://www.10000recipe.com/recipe/6979692,0.1232266465031402,,0.0,0.0,,"['소고기다짐육', '양파', '고추장', '간장', '매실청', '올리고당', '다진마늘', '통깨', '기름', '생강술']",건강에 좋은 양파를 듬뿍 넣어 양파약고추장을 만들었어요.,"['1.양파는 2등분 하여 작게 다져 주세요. *다지기 힘들면 분쇄기에 갈아도 좋아요.', '팬에 기름 2T 두르고 양파 먼저 노릇하고 투명하게 달달 볶아 줍니다.', '양파가 노릇하게 볶아지면 소고기 넣어 볶아 줍니다.', '소고기가 반쯤 익었을때 생강술, 매실청, 간장, 올리고당, 다진마늘 넣고 충분히 볶아 주세요.', '충분히 볶아졌으면 고추장 넣고 되직하게 계속 저어가며 볶아 줍니다.', '물기없이 되직하게 볶아지면 통깨 2T 듬뿍 넣어 완성합니다.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,182
139,140,밑반찬,일상,다진 소고기 볶음(feat. 장흥 한우),https://www.10000recipe.com/recipe/7059711,-0.6710867179286915,,0.0,0.0,,"['소고기다짐육', '양파', '청양고추', '다진 마늘', '진간장', '올리고당', '참치액젓', '청주', '후추', '깨']",오늘은 매콤하면서도 고소한 밥반찬으로 정말 좋은 '청양고추 다진 소고기 볶음'을 소개해 보려 해요.,"['먼저, 다진 소고기 600g을 준비해 주세요. 믹싱볼 , 키친타올 고기는 키친타월로 핏물을 살짝 제거한 뒤, 양념을 시작해 주시고요.', '진간장 2T, 계량스푼', '올리고당 2T,', '참치액젓 2T,', '청주 3T,', '후추 솔솔솔,', '간 깨 1T 넣고, 고르게 섞어 잠시 두시는 동안!', '청양고추 10개, 양파 1개를 작게 썰어 준비해 주시고, 도마 , 조리용나이프 양파 손질법', '달궈진 팬에 포도씨유를 휘 - 두르고, 프라이팬', '다진 양파를 넣고,', '다진 마늘 1T도 함께 넣어 3분 정도 양파가 투명해질 때까지 볶아주세요(중불). 요리스푼', '그다음 미리 양념해둔 다진 소고기를 팬에 넣고, 중불에서 5분 정도 볶아줍니다. 고기가 뭉치지 않도록 주걱으로 콕콕콕 눌러가며 볶아야 소보로 느낌이 나면서 전체적으로 골고루 잘 익어요. \u200b', '고기가 어느 정도 익으면, 마지막으로 송송 썬 청양고추를 넣고 강불에서 3분간 더 볶아주면 끝!', '마지막으로 통깨 살살 뿌려 완성하였습니다. 접시', '고소하면서도 매콤한 맛이 밥과 정말 잘 어울려 입맛 없을 때! 밥에 넣고 살살 비벼 먹으면 정말 맛있습니다.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,192
140,141,밑반찬,일상,마늘쫑 있어요? 일단 보세요! 마늘쫑 소고기 볶음,https://www.10000recipe.com/recipe/7061490,-0.6883627456712881,,0.0,0.0,,"['마늘쫑', '소고기', '간장', '올리고당', '식용유']","마늘쫑, 고기랑 볶아봤어요! 아삭한 마늘쫑에 부드러운 소고기의 조화✨ 밥 한 그릇 뚝딱 사라지는 반찬이에요! 간단하지만 제대로 맛있는 집밥 메뉴, 꼭 해보세요!","['마늘쫑을 작게 잘라주세요', '식용유를 펜에 붓고 마늘쫑을 살짝 익을 정도로 볶아줍니다', '간 소고기를 넣고 볶아주세요', '간장과 올리고당으로 간해 마무리합니다 밥에 비벼 먹어도 반찬으로 먹어도 맛있어요!!']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69
141,142,밑반찬,일상,소고기 메추리알 장조림 소고기꽈리고추 장조림,https://www.10000recipe.com/recipe/7019844,-0.39620592095759843,,0.0,0.0,,"['소고기 아롱사태', '깐메추리알', '꽈리고추', '마늘', '생강', '다시마', '대파잎', '대파뿌리', '월계수잎', '양파', '마늘', '생강', '통후추', '소고기 삶은 육수', '흑설탕', '진간장', '맛술']",소고기와 메추리알 꽈리고추 넣은 장조림 만들었어요,"['소고기 아롱사태는 1시간 정도 물에 담가 핏물을 빼 줍니다. 중간에 물을 한두 번 갈아줍니다. 스텐볼', '물이 끓으면 핏물 뺀 소고기를 넣고 5 분 정도 삶아 주세요. 살짝 삶아 불순물을 제거하고 다시 삶으면 육수가 깨끗하답니다. 냄비', '5 분 정도 삶은 소고기는 물에 깨끗이 씻어 줍니다.', '물 2.4 리터에 대파 잎 조금, 대파 뿌리 2 개, 월계수잎 5 장, 양파 1/4 개, 마늘 10 개, 생강 1 톨, 통후추 20 알을 넣고 한번 삶은 소고기를 넣어 줍니다. 도마 , 조리용나이프', '삶는 시간은 화력에 따라 다르니 중간중간 확인해 보고 소고기가 부드러워지면 됩니다. 저는 10분 정도 강불로 삶고 중약불에서 30분 정도 삶았어요. 너무 오래 삶으면 썰 때 부서지고 지저분해지니 알맞게 삶아주세요. 이때 육수는 조림장으로 사용할 거라서 뜨는 거품은 걷어줍니다.', '잘 익은 소고기는 건져낸 다음 기름기는 제거해 주고 먹기 좋은 크기로 썰어 줍니다.', '고기 삶은 육수는 건더기를 건져냅니다. 건지개', '육수는 다시 팩에 밭쳐 맑은 육수만 받아냅니다. 다시 팩이 촘촘해서 기름기나 찌꺼기를 잘 걸러주네요. 다시팩', '시판 깐 메추리알 30개는 한번 삶아 씻어 줍니다. 메추리알 삶아 까다가 터지는 게 많아서 삶아 깐 메추리알을 쓰는데요. 깨끗한 과정에서 생산 유통되지만 요리하기 전에 한번 삶아 쓴답니다.', '조림장의 감칠맛을 위해 다시마 5 g은 가볍게 씻어 준비합니다.', '소고기 삶은 육수 4 컵에 흑설탕 3 큰 술 진간장 6 큰 술 맛술 3 큰 술을 넣어 간을 해 줍니다.', '육수에 다시마와 메추리알을 넣어 5~10분 정도 우려낸 다음 다시마는 건져 냅니다. 다시마는 오래 담가두면 끈적한 진이 나오기 때문에 잠깐만 담갔다가 뺍니다. 메추리알은 간장색이 배도록 30분 정도 담가둡니다.', '꽈리고추 20 개는 포크로 구멍을 내줍니다. 잘라서 넣으면 씨가 나와 지저분해져서 간이 배도록 구멍을 내줍니다.', '마늘은 꼭지 따고 다듬어 깨끗이 씻어 준비합니다.', '생강을 좋아해서 한 톨 정도만 얇게 썰어 준비합니다.', '메추리알에 간장 물이 들면 썰어 놓은 소고기를 넣고 대파 잎과 생강을 넣고 조려 줍니다. 소고기 삶을 때도 대파 잎을 넣었지만 조릴 때도 대파 넣어 향을 내주는 게 좋답니다.', '파가 물러지면 건져내고 생강은 그냥 둡니다.', '꽈리고추와 마늘을 넣고 5 분 정도 조려 익혀 주세요. 마늘과 꽈리고추는 너무 일찍 넣으면 물러지니 마지막에 넣고 살짝 익힙니다.', '장조림은 물기 없이 너무 바싹 조리지 말고 국물이 자작하게 남을 정도로 조려 줍니다. 그래야 고기와 메추리알 먹을 때 퍽퍽하지 않답니다.', '소고기와 메추리알에 꽈리고추까지 넣은 소고기장조림입니다.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52
142,143,밑반찬,일상,메추리알 장조림 만들기 소고기 다짐육 장조림,https://www.10000recipe.com/recipe/7029607,2.7303711887247784,,0.0,0.0,,"['메추리알', '소고기 다짐육', '양조간장', '흑설탕', '맛술', '물', '물엿', '참치액', '통깨']","밥에 쓱쓱 비벼먹기 좋은 메추리알 장조림! 소고기 다짐육을 넣어 아이들이 먹기에도 좋아요, 간단한 재료로 휘리릭 밑반찬 만들고 싶은 날 추천합니다 :)","['깐메추리알 600g을 흐르는 물에 한 두번 헹궈 물기를 빼주세요 채반', '소고기 다짐육 300g을 팬에 넣고 볶아주세요 볶음팬 , 요리스푼', '소고기가 반정도 익으면 양조간장 2큰술, 흑설탕 2큰술, 맛술 1큰술을 넣고 더 볶아주세요', '고기가 모두 익으면 물 550ml를 붓고 강불로 끓여주세요', '부유물이 뜨면 깔끔하게 싹 걷어내 주세요', '양조간장 90ml, 참치액 2큰술을 넣어주세요', '메추리알을 넣고 메추리알에 간장색이 배도록 충분히 끓여 졸여주세요', '물엿 2큰술을 넣어주세요', '간이 맞을 때까지 졸여주세요', '통깨 1큰술 넣어 마무리해 주세요', '소고기 메추리알 장조림 완성입니다 :) 완성그릇']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72
143,144,밑반찬,일상,소고기장조림 메추리알소고기 장조림 만들기,https://www.10000recipe.com/recipe/7014520,0.2979064825671728,,0.0,0.0,,"['우둔살', '메추리알', '대파', '깐마늘', '물', '간장', '설탕', '육수']",아이들이 좋아하는 소고기장조림에 메추리알 넣어 만든 맛있는 반찬입니다.,"['소고기는 찬물에 담가 30분 이상 핏물을 빼주세요. 핏물 제거 작업을 해줘야 누린내가 나지 않아요. 볼 설탕 1숟갈 넣어주면 빠르게 핏물을 뺄 수 있어요.', '소고기 삶을 때 넣을 대파와 마늘을 준비합니다. 도마 , 조리용나이프', '핏물 뺀 고기와 대파, 마늘을 압력솥에 넣고 내용물이 잠길만큼의 물(1~1.5ml)를 넣어줍니다. 압력솥 압력솥은 조리시간을 줄여줄뿐 아니라 고기의 식감을 부드럽게 만들어줘요.', '강불로 끓입니다. 추가 돌아가기 시작하면 중불(인덕션 5)로 10분 조리하고 불 끈 다음 5분 정도 뜸을 들여주세요. 압력솥 대신 일반 냄비로 삶을 경우 물을 넉넉하게 넣어주세요. 끓기 시작하면 중~약불로 50분 정도 푹 삶아 줍니다.', '잘 삶아진 고기는 건져내서 한 김 식혀주고, 육수는 버리지 않습니다. 요리집게', '소고기를 먹기 좋은 크기로 찢어 넓은 웍에 넣어주세요. 웍', '깐 메추리알은 물에 한번 헹궈 물기를 털어줍니다. 채반', '웍에 메추리알을 추가하고 고기 삶은물, 육수를 내용물이 잠길정도로만 체에 걸러 넣어줍니다. 국자 , 체망', '진간장 6숟갈,', '설탕 3숟갈 넣어 간을 합니다. 단맛과 짠맛은 입맛에 따라 가감해주세요. 졸여야 하기 때문에 이때 간이 너무 짜지 않아야 합니다.', '센불에서 조리합니다. 끓기 시작하면 중~약불로 낮추고 원하는 정도로 졸여줍니다.', '간이 알맞게 맞춰지면 불을 꺼주세요. 수분 남김 정도는 입맛에 따라 조절해주세요.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43
144,145,밑반찬,일상,소고기장조림 만드는법 인기 밑반찬,https://www.10000recipe.com/recipe/6993333,2.280426643962039,,0.0,0.0,,"['소고기', '대파', '생강', '월계수잎', '파뿌리', '청양고추', '소고기육수', '간장', '설탕', '물엿', '다진마늘', '맛술']",한 번 만들어두면 일주일이 든든한 소고기장조림 한 번 만들어보겠습니다 : ) ​,"['소고기 부위는 홍두깨살을 준비했어요. 소고기장조림 부위는 홍두깨나 우둔살이 좋고요. 쫄깃한 식감을 좋아하시면 사태나 양지로 만들어도 괜찮아요.', '찬물에 10분 정도 담가 핏물을 제거합니다.', '고기 삶을 재료를 준비해요. 대파 초록 부분 넉넉히, 말린 파뿌리 2개, 생강 1톨, 월계수잎을 넣어서 삶습니다.(청양고추는 나중에 간장으로 조릴 때 넣습니다.) 보통 음식을 만들 때 대파는 흰 부분을 많이 쓰기 때문에 상대적으로 초록 부분이 많이 남게 되는데요. 고기 삶을 때 넉넉하게 넣어주면 잡내도 확실히 잡고, 대파를 알뜰히 먹을 수 있어서 좋더라고요. 저수분 수육 할 때 넉넉하게 깔아서 조리하면 좋아요. 파 1대를 사면 파뿌리도 깨끗이 씻어 말려 놓는데, 이렇게 고기 삶을 때 넣어주면 좋아요.', '물 1리터에 핏물 뺀 소고기와 준비한 재료를 몽땅 넣고 중불에서 30분 정도 삶아 줍니다.', '고기가 다 삶아지면 체에 받쳐 육수만 따로 받아둡니다.', '삶은 소고기는 한 김 식힌 후 손으로 얇게 찢어서 준비해요.', '따로 받아둔 육수(350ml정도)에 손질한 소고기 넣고 간장 1컵반, 설탕 2큰술, 물엿 2큰술, 맛술 2큰술, 다진마늘 1큰술, 청양고추 7-8개 넣어서 10분 정도 조려줍니다. 저는 이번에 간장 1컵 반을 넣고 조금 짭조름하게 조렸는데요. 약간 싱겁게 만들고 싶으시면 간장양을 1컵으로 줄여서 만드셔도 좋아요. 국물 없이 자박하게 만들고 싶으시면 센 불에서 수분을 날리면 자박자박한 장조림을 만들 수 있고요. 국물을 여유 있게 만들고 싶으시면 중불에서 원하는 국물 양이 될 때까지 조려주시면 됩니다.', '달콤 짭조름하게 조려서 1통 만들어두면 입맛 없을 때 좋은 밑반찬이 됩니다.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91
145,146,밑반찬,일상,소고기찜,https://www.10000recipe.com/recipe/6975165,0.2276506364139465,,0.0,0.0,,"['소고기 구이용', '무', '마늘', '키위', '백색 느타리버섯', '대파', '달걀', '다진마늘', '원당', '진간장']",두툼하게 넣은 무와 소고기를 넣고 만들었어요 밥반찬으로 좋으네요,"['무 3~4cm 두께 한도막을 3등분해서 납작하게 썰어 주세요', '물 600ml 넣고 5분간 끓여주세요', '구이용 소고기의 핏물을 키친타올로 닦아서', '남비에 넣고 앞뒤로 뒤집어서 물에 잠기도록 해주세요', '마늘 5개 키위 1개를 반 잘라서 넣고 5분간 끓여주세요', '끓으면서 올라오는 거품을 걷어내고 고기를 한입크기로 잘라 주세요 집게와 가위 사용했어요', '상온에 미리 꺼내둔 달걀을 찜기에 넣고 11분 삶아 주세요', '11분 후 꺼내서 찬물에 담갔다가 껍질을 제거합니다', '버섯은 잘게 찢어주고 대파는 4등분해서 반 잘라주세요', '버섯과 대파 파뿌리 다진마늘1T 원당 3T 진간장 8T 넣고 센불에 끓여주세요', '재료가 물에 잠기도록 수저로 골고루 섞어주세요 3분 후 불을 줄이고 3분 더 끓여주세요', '달걀을 넣고 한번더 끓여주세요', '고기만 먹으면 타박하니 국물과 같이 먹어요 심심하게 끓였으니 취향대로 간장을 추가하세요', '삶은 달걀이 반숙이 됐네요 완숙으로 드시려면 끓이는 시간을 늘려 주세요']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134
146,147,밑반찬,일상,쇠고기 강된장 만들기,https://www.10000recipe.com/recipe/6968806,0.22995410677962605,,0.0,0.0,,"['된장', '다진 쇠고기', '다진 마늘', '대파', '풋고추', '매실청', '맛술', '참기름', '깨소금', '고춧가루']",쇠고기를 듬뿍 넣어 만드는 쇠고기 강된장은 쌈장으로 먹어도 좋고 밥에 쓱쓱 비벼 먹어도 꿀맛이지요. 급할 때는 뚝배기에 한 국자 푹 떠서 두부만 넣고 끓이면 맛있는 된장찌개도 되지요. 만들기도 쉬워요.,"['먼저 쇠고기를 팬에 두르고 맛술, 매실액, 참기름을 조금 뿌린 다음 볶아줍니다.', '대파를 송송 썰어줍니다.', '고추도 송송 썰어줍니다.', '냄비에 된장을 담습니다.', '볶은 쇠고기, 다진 마늘, 파, 풋고추를 넣고 물 100ml 정도를 함께 넣어 한소끔 끓입니다. 맛술, 매실청, 참기름, 깨소금도 넣어 줍니다. 타지 않게 잘 저어주어야 해요.', '작은 뚝배기에 담아 쌈과 함께 상에 냅니다.', '쌈과 곁들입니다.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105
147,148,밑반찬,일상,간단레시피 소고기 장조림,https://www.10000recipe.com/recipe/6986981,-0.3263339865319854,,0.0,0.0,,"['소고기', '대파', '마늘', '편생강', '청량고추', '물', '삶은달걀', '미향', '식용유', '원당', '양조간장']",구이용 소고기로 오래 끓이지 않아 간편한 소고기 장조림 이에요,"['구이용 소고기를 이용했어요', '남비에 소고기를 넣고 미향 1T 식용유 1T 두르고 센불에 앞뒤로 익혀주세요', '물 500ml 넣고 끓여주세요', '끓이면서 생기는 불순물 (핏물)을 수저로 떠서 제거합니다', '대파와 청량고추를 적당한 크기로 썰어 주세요', '10분정도 끓인 다음 썰어놓은 파 청량고추 마늘을 넣고 섞어주세요', '냉동실의 생강을 조금 넣고', '원당 1T 양조간장 5T 넣고 끓여주세요', '삶은 달걀을 넣고 좀더 끓여주세요 달걀은 한두번 굴려주세요 상온에 미리 꺼내두면 안갈라지는데 2개가 터졌네요 ㅎㅎ 끓는물에 달걀을 넣고 10분간 끓인 다음 찬물에 바로 담갔다가 꺼내는데 물을 2~3번 갈면서 식혀주고 나서 껍질을 까면 됩니다', '삶은 달걀과 고기를 건져서 먹기 좋게 썰어주세요 야채와 물도 같이 담았어요', '약간의 매콤한 맛에 생강향과 짙은 고기국물과 적당한 식감의 소고기 모두 맛있어요']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,212
148,149,밑반찬,일상,인기반찬 조미료없는반찬 소고기장조림 만드는법,https://www.10000recipe.com/recipe/6988354,-0.026882838993643843,,0.0,0.0,,"['소고기', '양파', '대파', '메추리알', '꽈리고추', '마늘', '물', '진간장', '설탕', '미림', '후추']",미역국을 만들다고 남은 소고기를 가지고 장조림 만들어볼께요,"['소고기200g 준비합니다. 양파 대파도 준비해줍니다. 가위로 대충 잘라줍니다.', '메추리알도 넣어줍니다.', '꽈리고추도 넣어줍니다. 양념하겠습니다. 진간장6스푼 물2컵 설탕2스푼 미림 5스푼 후추솔솔', '채망에 받쳐서 마늘1스푼 저어주기 통마늘 넣어도 좋아요 입맛에 따라 양념조절 하세요', '소고기 장조림국물을 20분정도 푹~ 조리는 마음으로 끓여주시면 됩니다.', '맛있게 소고기 장조림 만들어보세요']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,133
149,150,밑반찬,일상,든든한 밑반찬 소고기 달걀 장조림 만드는법,https://www.10000recipe.com/recipe/7008322,-0.20309832196812946,,0.0,0.0,,"['소고기 국거리', '계란', '물', '양조간장', '설탕', '맛술', '마늘', '청양고추', '홍고추', '대파', '생강']",소고기를 푹 끓여서 잘라 넣고 계란 삶아서 간장소스에 조려 놓으면 며칠 동안 든든한 밑반찬이 되어 주죠. 소고기 국거리를 푹 익혀서 달걀을 넣고 맛있는 장조림을 만들었어요. 만들 땐 시간이 좀 걸리는 요리인데 가족들이 장조림을 너무 좋아해서 가끔 만들어 놓으면 식탁에 앉는 순간 다들 얼굴이 환해지더라구요. 젤 중요한 건 소고기를 맹물에 오래동안 푹 끓여 줘야 소고기가 질기지 않아요. 만들 땐 수고스럽지만 만들어 놓으면 다른 반찬 따로 애써 만들지 않아도 뭔가 애써 차린 거 같고 달걀은 댤걀대로 맛있고 고기는 고기대로 맛있더라구요. 식어도 맛있고 기름지지 않아서 도시락 반찬으로도 유용하게 쓰이는 반찬이죠. 가끔 집에 오는 도티 밑반찬 싸서 보낼 때도 단골 메뉴이기도 해요.^^ 남은 간장은 말 그대로 고기와 채수 양념이 제대로 된 맛간장이니 한 번 끓여서 냉장이나 냉동 보관했다가 볶음요리나 조림요리에 간장 대용으로 쓰면 알뜰하게 사용할 수 있어요.,"['계란을 찜기에 삶아 주세요.', '냄비에 소고기와 물만 넣고, 중불에서 뚜껑 덮고 30분 정도 푹 끓여 주세요.', '소고기를 건져 식혀 주세요.', '소고기를 먹기 좋게 썰어 주세요. 손으로 찢어 주면 보기에도 식감도 더 좋지만 마음이 급해서 그냥 칼로 썰어 줬어요.', '삶은 계란은 바로 찬물에 담갔다가 껍질 을 벗기고 한번 물에 씻어 주세요.', '냄비에 남은 육수에 간장, 설탕, 맛술 넣어 주세요.', '마늘, 대파, 생강, 고추 넣고 끓여 주세요.', '달걀을 먼저 넣고 5분 정도 끓여 주세요.', '썰어 놓은 소고기를 넣어 주세요.', '중불에서 고기와 달걀에 양념이 배이도록 10분 정도 끓여 주세요. 먹을 만큼 덜어 놓고 식은 후에 용기에 담아 냉장 보관하면 며칠 동안 맛있게 먹어요.']",,[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24
